"Customer country","Customer name (male)","Customer name (female)",Rating,Content,"Published date"
RU,"Андрей Сидоров","Ольга Рябов",2,"Очень долгожданная отгрузка. Продавец не ответил на мои сообщения и в основном оставил их как ""увиденные"".",03-04-2020
RU,"Илларион Аксёнов","Антонина Калашниковa",2,"Продукт занял слишком много времени, чтобы прийти ко мне.",04-03-2020
RU,"Спартак Орехов","Тамара Тихоновa",2,"Доставка не уложилась в установленные сроки. Слишком долго, чтобы прибыть. Очень разочарованы.",20-03-2020
RU,"Влад Гуляевa","Вера Самойловa",1,"Я очень недоволен обслуживанием, так как доставка заняла слишком много времени (более 2 месяцев). Более того, некоторые предметы отсутствовали в упаковке.",21-03-2020
RU,"Егор Пестовa","Дарья Мартыновa",1,"Потребовалось почти 2 месяца, чтобы прибыть, и продукт был поврежден. Не очень хороший опыт.",11-03-2020
RU,"Родион Дмитриев","Олеся Федотовa",1,"Товар не прибыл, но статус доставки был помечен как доставленный! Я хочу вернуть свои деньги!",02-04-2020
RU,"Геннадий Фомичёв","Василиса Симонов",1,"Прошло много времени, чтобы прийти. Продукт не работает вообще, попытался получить возмещение, но не получилось. Никогда не покупайте в этом магазине снова.",09-03-2020
RU,"Виль Соколовa","Ольга Соловьёвa",1,"Доставка очень медленная, посылка сильно повреждена.",09-03-2020
RU,"Георгий Зайцев","Мария Лобанов",5,"Отличное качество, комфортно. Товар в хорошем состоянии.",11-03-2020
RU,"Нестор Егоров","Анжелика Колобов",5,"Товар соответствует описанию. Нет повреждений при доставке",18-03-2020
RU,"Афанасий Лобанов","Валерия Филиппов",5,"Товар прибыл в хорошем состоянии",22-03-2020
RU,"Данила Мухин","Капитолина Романов",5,"Хорошо упаковано. Спасибо продавцу",30-03-2020
RU,"Юлий Агафоновa","Вероника Ивановa",5,"Упаковка не сломана. Внутри соответствует описанию.",26-03-2020
RU,"Вячеслав Бирюковa","Ева Савин",5,"Прибыл в идеальном состоянии, отлично!",30-03-2020
RU,"Филипп Ивановa","Варвара Моисеевa",5,"Упаковано хорошо, в фирменной упаковке, на молнии. Хорошее качество",26-03-2020
RU,"Абрам Блинов","Варвара Михайлов",5,"Хорошо упакованный, хорошего качества. рекомендую",28-03-2020
RU,"Богдан Яковлевa","Мальвина Кононов",5,"Хорошо упакованный, хороший продукт. Я был доволен покупкой",26-03-2020
RU,"Иммануил Ефимов","Татьяна Виноградовa",5,"Упаковка и внешний вид продукта порадовали.",09-03-2020
RU,"Пётр Савельев","Альбина Фоминa",5,"Все хорошо. Товар пришел без поломок, хорошо работает",04-03-2020
RU,"Вениамин Петуховa","Жанна Колобовa",5,"Я очень доволен покупкой. Продукт точно так, как описано. Пришли в хорошем состоянии, хорошо упакованы",31-03-2020
RU,"Август Козлов","Майя Голубевa",5,"Посылка пришла в целости и сохранности без повреждений. Большое спасибо продавцу.",09-03-2020
RU,"Ян Блинов","Юлия Ефремовa",5,"Спасибо. Упакован прилично пухлый плюс сумка",18-03-2020
RU,"Илларион Антонов","Изабелла Ильинa",5,"Упаковано супер, пришлось разрезать, чтобы открыть. Соответственно в безопасности все работает.",10-03-2020
RU,"Кузьма Жуковa","Вероника Комиссаровa",5,"Ваши деньги того стоят. Плюс хорошо упакован.",19-03-2020
RU,"Илья Мясниковa","Александра Лыткинa",5,"Я в восторге от качества. Продукт был в хорошем состоянии, хорошо упакован",05-03-2020
RU,"Игнат Вороновa","Дарья Ефимов",5,"Упакован отлично. Хороший продукт. рекомендую",23-03-2020
RU,"Эрик Ждановa","Вера Колесников",5,"Все отлично работает, посылка пришла целая и в хорошем состоянии",19-03-2020
RU,"Клим Тихонов","Анфиса Воронцов",5,"Трек номер отслеживается постоянно. Упаковка это хорошо. Продукт отличного качества, как всегда. Покупкой доволен, спасибо",31-03-2020
RU,"Родион Фадеев","Ева Дементьевa",5,"Очень хороший продукт, рекомендую 100%, хорошо упакованный.",24-03-2020
RU,"Савва Поляковa","Зинаида Ларионов",5,"Товар пришел в хорошем состоянии. Все упаковано полностью соответствует картине",21-03-2020
RU,"Анатолий Ларионов","Нелли Фомичёвa",5,"Хороший товар, упаковка хрупкая, но все целое !!!",15-03-2020
RU,"Болеслав Зыковa","Софья Гуляев",5,"Товар получен, без повреждений, хорошо упакован.",24-03-2020
RU,"Викентий Горбунов","Марта Михеевa",5,"Удовлетворены продукцией, все хорошо, благополучно упаковано, пришли позже, чем я ожидал",16-03-2020
RU,"Владислав Сидоров","Таисия Масловa",5,"Выглядят точно так же, как на картинке, упакованы красиво, но на самом деле еще не пробовал",11-03-2020
RU,"Тит Носов","Ника Овчинниковa",5,"Упаковано хорошо! Уважайте и уважайте продавца за большее количество таких компетентных и ответственных",07-03-2020
RU,"Болеслав Лебедевa","Зоя Никонов",5,"Порядок не поврежден, ничего не помято, не сломано",25-03-2020
RU,"Гавриил Шарапов","Флорентина Пахомовa",5,"Комплект пришел в хорошем состоянии, аккуратно упакован, все красиво.",10-03-2020
RU,"Трофим Белозёров","Любовь Артемьев",5,"Упаковано в посылку. Коробка запечатана в пакет. Я еще не пробовал, добавлю позже. Я рекомендую как товар, так и продавца.",01-04-2020
RU,"Григорий Овчинников","Альбина Гусевa",5,"Товар хороший, но посылка трещит.",10-03-2020
RU,"Степан Сухановa","Ева Зыков",5,"Ооочень красивая упаковка. Я люблю это с первого взгляда",10-03-2020
RU,"Валериан Поляков","Александра Мамонтовa",5,"Коробка в целости и сохранности, очень красивая, ее стоит отдать. хорошая обертка, даже коробка поставляется с пластиковой упаковкой для защиты углов.",17-03-2020
RU,"Владислав Киселёвa","Екатерина Лихачёв",5,"Все пришло в идеальных условиях, не могу дождаться, чтобы попробовать",10-03-2020
RU,"Марат Горбуновa","Рената Дьячковa",5,"Все выглядит отлично, ничего не сломалось",10-03-2020
RU,"Руслан Беляков","Ника Моисеевa",5,"Все целиком, полностью отлично упаковано.",17-03-2020
RU,"Савва Лихачёвa","Анна Третьяков",5,"До сих пор не проверял, но понравился, пришел хорошо упакованный, рекомендую продавец",09-03-2020
RU,"Платон Степанов","Юлия Никифоров",5,"Получили посылку в идеальном состоянии",16-03-2020
RU,"Аркадий Колобовa","Дарья Алексеев",5,"Упаковано хорошо, даже коробка не смялась",31-03-2020
RU,"Семён Морозовa","Антонина Игнатьев",5,"Упаковано хорошо, все в целости и сохранности! Спасибо. Я собираюсь попробовать товар",07-03-2020
RU,"Константин Давыдовa","Рада Галкин",4,"Упаковано было обычно. Коробка не морщинистая, внутри ничего не пролито.",05-03-2020
RU,"Вадим Егоров","Надежда Капустин",4,"Я получил свои вещи в идеальных условиях. Я очень рекомендую этого продавца",19-03-2020
RU,"Афанасий Морозовa","Изабелла Мясниковa",4,"Посылка пришла немного поздно, след не отслеживался. Все хорошо упаковано, все целиком. Я еще не использовал его, позже добавлю отзыв.",15-03-2020
RU,"Михаил Красильниковa","Нонна Егоровa",4,"Упаковка это просто сказка !!! Очень аккуратно, невероятно. Продавец большой молодец, спасибо я тебя люблю",26-03-2020
RU,"Пётр Соболевa","Лариса Киселёв",4,"Все получилось целым, упаковка такая ... Сама коробка была слегка сморщена.",27-03-2020
RU,"Викентий Назаров","Екатерина Соколов",4,"Товар прибыл в хорошем состоянии, время доставки было больше, чем я ожидал",24-03-2020
RU,"Дмитрий Горбуновa","Ирина Яковлев",4,"Хороший набор, но цвет немного отличается",09-03-2020
RU,"Георгий Субботинa","Людмила Захаров",4,"Упаковка слегка смята, но содержимое не повреждено.",15-03-2020
RU,"Гордей Зиновьевa","Юлия Новиковa",4,"Заказ был доставлен, но коробка была слегка сморщена. Написал продавцу, обещал сейчас тщательно упаковать перед отправкой. я советую",21-03-2020
RU,"Стефан Харитоновa","Жанна Никитин",4,"Упаковка супер! На высшем уровне. Но пришло немного поздно",15-03-2020
RU,"Рафаил Коноваловa","Нонна Семёновa",4,"Все на месте, почти. Не знаю по какой причине, но дно одной из композиций разбилось",27-03-2020
RU,"Клим Архипов","Маргарита Владимиров",4,"Хорошо упаковано, все согласно описанию.",11-03-2020
RU,"Иван Костинa","Анфиса Игнатов",4,"Порядок не поврежден, ничего не помято, не сломано",26-03-2020
RU,"Вадим Беляковa","Лариса Лебедевa",4,"Коробка упакована отлично, ничего не помято и особенно не разбилось",04-03-2020
RU,"Тимофей Белоусовa","Изольда Коновалов",4,"Так же, как описано, но пришли с трещинами",01-04-2020
RU,"Марат Елисеевa","Клара Никоновa",4,"Скорость доставки продукта и упаковка, как указано",27-03-2020
RU,"Глеб Белов","Майя Коноваловa",4,"Хорошо упакован и не сломан. Но продукт не соответствует тому, что я ожидал",01-04-2020
RU,"Максим Шарапов","Варвара Симоновa",4,"Товар пришел благополучно. Был упакован в сумку с пухлым",03-04-2020
RU,"Макар Уваров","Федосья Поповa",4,"Красиво упакованный, есть защитная пленка.",12-03-2020
RU,"Аким Колобов","Мальвина Морозовa",4,"Очень хорошая защита продукта. Качество в порядке",16-03-2020
RU,"Адам Одинцов","Виктория Тарасов",4,"Товар соответствует описанию. Упаковано все качественно.",28-03-2020
RU,"Август Тарасовa","Валерия Бобровa",4,"Хорошо все упаковано. Все супер! Спасибо!",06-03-2020
RU,"Герасим Артемьевa","Злата Харитонов",4,"Отлично, приехали все хорошо упакованные и в хорошем состоянии, рекомендую в магазин",03-04-2020
RU,"Семён Анисимовa","Зинаида Субботин",4,"Хорошо защищены и упакованы. Все так же, как рекламные фотографии.",30-03-2020
RU,"Лев Князевa","Алла Третьяков",4,"Очень классный продукт !! Прямо не ожидал, что будет упакован в фирменную сумку, сам предмет запечатан.",20-03-2020
RU,"Владимир Копыловa","Фаина Николаев",4,"Очень красивый и хорошо упакованный",04-03-2020
RU,"Святослав Кудрявцевa","Ярослава Сысоев",4,"Упакован аккуратно, ничего не выпадает. Хороший предмет!",09-03-2020
RU,"Андрей Зуев","Рада Лаврентьев",4,"Товар прибыл в хорошем состоянии, высокого качества, упакован как капуста",30-03-2020
RU,"Роберт Беляев","Лилия Семёновa",4,"Очень хороший продукт, хорошая упаковка",27-03-2020
RU,"Тит Фадеев","Ольга Наумовa",4,"Хороший продукт, все надежно упаковано",05-03-2020
RU,"Владимир Кузнецовa","Инна Горбачёвa",4,"Он выглядит великолепно, он упакован в красивой упаковке, запечатан и в пакете занял немного больше времени.",01-04-2020
RU,"Степан Никифоровa","Алина Кузьминa",3,"Все хорошо. упаковал в нормальную сумку, достал все целиком",18-03-2020
RU,"Адам Романовa","Екатерина Ильин",3,"Продукт был упакован отлично.",15-03-2020
RU,"Витольд Анисимов","Мария Большаковa",3,"Товар был упакован в обычную коробку",02-04-2020
RU,"Кузьма Мишин","Эмилия Сергеев",3,"Упакованная коробка была немного морщинистой, качество в порядке",23-03-2020
RU,"Ростислав Меркушевa","Лидия Зуевa",3,"Упакованная коробка слегка сморщилась. Следует использовать лучшую коробку для покрытия продукта. Не в хорошем состоянии",18-03-2020
RU,"Константин Меркушевa","Татьяна Лазарев",3,"Продукт в порядке, но, пожалуйста, позаботьтесь об упаковке, предмет может быть поврежден",10-03-2020
RU,"Макар Фроловa","Мальвина Гусевa",3,"Выглядит не очень хорошо с первого взгляда, он пришел со старой искаженной коробкой",31-03-2020
RU,"Милан Тихоновa","Инга Степанов",3,"Я не использовал продукт, но нужно написать отзыв сразу после получения продукта. Посылка выглядела поврежденной, я не уверен, что товар можно использовать или нет.",12-03-2020
RU,"Никита Михайлов","Маргарита Черновa",3,"Я надеюсь, что вы должны использовать более качественную упаковку в следующий раз. Это пришло в не хорошем состоянии.",10-03-2020
RU,"Кирилл Макаров","Елена Колобов",3,"Ну, коробка была искажена. Продукт был просто в порядке, не соответствует картинке",20-03-2020
RU,"Максим Орлов","Ирина Антоновa",3,"Продукт в порядке с ценой. Упаковка немного скручена",26-03-2020
RU,"Бронислав Воронов","Валерия Матвеевa",3,"Я немного разочарован, увидев посылку. Это пришло в плохом состоянии, будучи искаженным.",04-03-2020
RU,"Никита Пономарёвa","Дина Лихачёвa",3,"Я не рекомендую, продавец очень поздно в ответ. Посылка выглядела очень плохо, она изогнута и слишком мала для предмета.",25-03-2020
RU,"Ефим Ковалёв","Злата Мельниковa",3,"Я был так взволнован, увидев, что посылка пришла после долгого ожидания, но меня это разочаровало. Упаковка была сломана, предмет был торчащим из коробки",17-03-2020
RU,"Сергей Давыдовa","Галина Доронинa",2,"Не рекомендую, продавец был настолько слабым в покрытии товара, что он не был в хорошем состоянии, когда он пришел",30-03-2020
RU,"Болеслав Баранов","Лариса Михеев",2,"Пожалуйста, держитесь подальше от этого магазина. Они продают поврежденные предметы, они были разбиты, и предмет тоже был поврежден.",04-03-2020
RU,"Юлий Кудрявцев","Наталья Ильин",2,"Разочарованные, они упаковали продукт в очень маленькую, неуклюжую коробку.",23-03-2020
RU,"Юлиан Тимофеев","Полина Горшковa",2,"Это выглядело некрасиво, используя неуклюжую коробку, чтобы покрыть продукт",27-03-2020
RU,"Иммануил Уваров","Ярослава Богданов",2,"Посылка супер морщинистая, выглядела ужасно, надеюсь, товар внутри",06-03-2020
RU,"Юлий Михайлов","Злата Никоновa",2,"Не хорошо, мне потребовался час, чтобы раскрыть упаковку, использовать много ленты",22-03-2020
RU,"Валерий Воробьёвa","Клара Вишняков",2,"Продукты не были хорошо покрыты, лента склеена в продукты.",26-03-2020
RU,"Вениамин Шубин","Вера Белозёров",2,"Ну, это было почти повреждено. Упаковано не очень хорошо",04-03-2020
RU,"Лаврентий Быковa","Злата Волков",2,"Посылка была плохой, все было не хорошо, упаковано неуклюже, товар не стоил своей цены",18-03-2020
RU,"Альберт Тетерин","Ольга Овчинников",2,"Упакованный некрасиво, выглядел как тряпичная, много слоев, но не очень хорошо выглядит, понравился беспорядок",28-03-2020
RU,"Болеслав Комаровa","Алёна Андреевa",1,"Это было сломано. Как я могу предположить использовать",23-03-2020
RU,"Валентин Игнатовa","Изольда Ермаковa",1,"Он не был запечатан, предмет не был хорошо закрыт, пришел в плохое состояние",21-03-2020
RU,"Владлен Фроловa","Валерия Баранов",1,"Это повреждено. Коробка пришла поздно, и она выглядит супер морщинистой. Не хорошо",05-03-2020
RU,"Андрей Носовa","Яна Веселов",1,"Товар пришел поврежден. Банк был сломан. Но фрагментов нет. Поэтому мы изначально поставили сломанный товар.",08-03-2020
RU,"Тимур Фроловa","Дарья Богданов",1,"Это сломалось. Будьте осторожны с упаковкой в ​​следующий раз",16-03-2020
RU,"Добрыня Бирюков","Клементина Дмитриев",5,"Это был не тот, который я ожидал, но хорошее обслуживание клиентов",18-03-2020
RU,"Захар Дьячковa","Татьяна Лазаревa",5,"Очень хорошая обложка, точно так же, как на картинке. Отличная поддержка",25-03-2020
RU,"Илья Зыков","Людмила Романов",5,"Лучший продавец. Очень быстрое обслуживание! Высокого качества! Увидимся",12-03-2020
RU,"Виль Комиссаров","Ярослава Доронин",5,"До того, как РБ ооочень долго, спор открылся, но продавец быстро ответил сроком поставки, которого было достаточно. В принципе я очень счастлив!",04-03-2020
RU,"Нестор Сорокин","Ника Сидоров",5,"Большое спасибо продавцу за такой удобный вариант товара в подарок",14-03-2020
RU,"Дмитрий Ковалёвa","Зоя Поляковa",5,"Продавец молния с доставкой 11 заказал 13 пришел большое спасибо продавцу",05-03-2020
RU,"Игорь Афанасьевa","Алла Тимофеевa",5,"Я еще не пробовал, как это работает. спасибо продавцу! После использования списать.",16-03-2020
RU,"Данила Осипов","Виктория Назаровa",5,"Очень хорошее качество. Рекомендую, продавец был очень быстр, все понял, можно доверять.",23-03-2020
RU,"Влад Филиппов","Валерия Гущин",5,"В целом все хорошо. Люблю команду поддержки",13-03-2020
RU,"Трофим Третьяков","Надежда Фомичёвa",5,"Это красиво, я рекомендую продавца из-за отличного сервиса!",23-03-2020
RU,"Родион Захаров","Капитолина Исаков",5,"Мега красивая, хорошая Ткань !! Потрясающая поддержка. Продавец рекомендую !!",05-03-2020
RU,"Аким Сазоновa","Валерия Селиверстов",5,"Лучшая поддержка клиентов. ура !!!!",01-04-2020
RU,"Сава Беспалов","Анжелика Ермаковa",5,"5 звезд для продавца. Они отвечают на мой вопрос слишком быстро :)",17-03-2020
RU,"Донат Михайлов","Капитолина Архиповa",5,"Я хочу дополнить обзор из-за потрясающего обслуживания, которое я получил. Большое спасибо продавцу и магазину.",16-03-2020
RU,"Гордей Суворов","Оксана Лаврентьевa",5,"Спасибо. Отличный сервис. продавец отзывчив. Всем супер советую как магазин, так и продавца .. все на высоком уровне",26-03-2020
RU,"Добрыня Ефимов","Ульяна Большаков",5,"Спасибо продавцу за проделанную работу и отличный разговор со мной",25-03-2020
RU,"Роберт Черновa","Эмилия Кондратьев",5,"Большой! Все работает. Продавец попросил отправить быстро ... Ответил быстро",15-03-2020
RU,"Стефан Кошелев","Клавдия Бирюков",5,"Все нормально. Я рекомендую этого продавца, они ответят на все ваши проблемы",29-03-2020
RU,"Денис Некрасовa","Елена Фроловa",5,"Товар получен! Размер подошел. Большое спасибо продавцу !!!",29-03-2020
RU,"Игнатий Назаров","Людмила Юдинa",5,"Свяжитесь с продавцом, и хороший супер быстрый ответ на мой вопрос",19-03-2020
RU,"Адриан Гуляев","Капитолина Исаковa",5,"Товар соответствует описанию мягкого приятного продавца без запаха, спасибо",09-03-2020
RU,"Пётр Попов","Эмилия Евдокимовa",5,"Внешне выглядит как на фото. продавец рекомендую .. отличный сервис",28-03-2020
RU,"Виталий Устиновa","Оксана Некрасов",5,"Удивительный продукт! Я их люблю! Продавец всегда был таким отзывчивым! великий великий продавец и продукт",28-03-2020
RU,"Платон Денисовa","Розалина Егоровa",5,"Это большой опыт того, как эта компания ведет бизнес, заслуживает доверия и быстро реагирует, если у вас есть какие-либо вопросы, очень, очень рад",26-03-2020
RU,"Роберт Фадеевa","Анжелика Дорофеевa",5,"Отличный сервис, очень доволен сделкой купли-продажи",01-04-2020
RU,"Станислав Субботин","Маргарита Аксёнов",5,"Очень терпелив с моими вопросами. Также были некоторые проблемы с оплатой, и они понимали",15-03-2020
RU,"Кирилл Ермаковa","Зинаида Волков",5,"Сервис был фантастическим. Ответ на вопросы был быстрым.",18-03-2020
RU,"Ираклий Князевa","Евгения Гущинa",5,"Совершенство! Настоятельно рекомендую. Продавец потрясающий!",06-03-2020
RU,"Пётр Колобов","Инга Дмитриев",5,"Исключительный продукт и сервис. Обязательно вернусь",08-03-2020
RU,"Николай Борисовa","Анна Ермаковa",5,"Очень хороший уровень сервиса и отличный товар.",31-03-2020
RU,"Артемий Власов","Инесса Данилов",5,"Исключительный продукт, хороший уровень обслуживания и интересная вещь",08-03-2020
RU,"Савва Мартынов","Юлия Брагин",5,"Услуга была хорошей",09-03-2020
RU,"Игнатий Кошелевa","Ульяна Горбуновa",5,"Обслуживание клиентов было одним из лучших, которые я когда-либо испытывал, другая компания должна принять это к сведению.",26-03-2020
RU,"Андрей Колесниковa","Зинаида Беспаловa",5,"продавец с первого дня общается с вами, очень хороший товар",14-03-2020
RU,"Иммануил Зиминa","Лариса Давыдовa",5,"Очень честно, надежно и своевременно.",03-04-2020
RU,"Дмитрий Цветковa","Нонна Горбуновa",5,"Действительно отличный сервис, по хорошей цене, отслеживаемый и экономичный.",27-03-2020
RU,"Прохор Матвеев","Алёна Самсоновa",5,"Быстрое вежливое обслуживание",06-03-2020
RU,"Бронислав Кириллов","Маргарита Ефимов",5,"Отличный сервис, посылка всегда прибывает в целости и сохранности. дружелюбный персонал.",15-03-2020
RU,"Денис Князевa","Лада Носовa",5,"Хороший кусок и хороший сервис. Не беспокойтесь здесь!",08-03-2020
RU,"Святослав Баранов","Полина Фадеевa",5,"Очень быстрое обслуживание, хороший продукт",26-03-2020
RU,"Денис Котов","Антонина Воробьёвa",4,"Быстрое обслуживание и разумная цена на этот продукт",25-03-2020
RU,"Артём Блохинa","Анна Гурьевa",4,"Это нормально для ежедневного использования с быстрой поддержкой",23-03-2020
RU,"Ростислав Лобановa","Юлия Гордеевa",4,"Еще не открыт, но выглядит великолепно. Дружелюбный персонал обслуживания клиентов",02-04-2020
RU,"Илларион Герасимовa","Анастасия Буров",4,"Он отвечает очень поздно, однако упаковка так хорошо.",03-04-2020
RU,"Тит Блохинa","Эмилия Ширяев",4,"Хорошее обслуживание. Тем не менее, товар слишком сложен, но удовлетворен общим качеством.",22-03-2020
RU,"Денис Дементьевa","Нонна Шиловa",4,"Продавец не поставил пластик. Само по себе хорошо не плохо.",16-03-2020
RU,"Захар Хохловa","Клара Константиновa",4,"это выглядит хорошо, но из-за моего плохого мастерства и вообще никаких инструкций.",24-03-2020
RU,"Макар Корниловa","Евгения Королёвa",4,"Ответ продавца был очень быстрым.",23-03-2020
RU,"Аркадий Панфилов","Лилия Денисовa",4,"Открыл спор, вернул немного денег. В связи с открытием спора я стал писать продавцу и просить закрыть спор, потому что они поменяли товар",22-03-2020
RU,"Кузьма Молчановa","Анна Горбачёв",4,"Это была моя вторая покупка. Их представители полезны, внимательны и делают все возможное, чтобы все прошло гладко!",17-03-2020
RU,"Антон Захаров","Антонина Кабановa",4,"Здорово делать все дела с. Все сделано как и обещано.",25-03-2020
RU,"Илларион Михеев","Рада Горбачёв",4,"Очень эффективное обслуживание, дружелюбные курьеры",10-03-2020
RU,"Игнатий Агафоновa","Василиса Лапинa",4,"Хорошее всестороннее обслуживание",27-03-2020
RU,"Вениамин Гавриловa","Людмила Петухов",4,"Прошлая проблема, но все хорошо сейчас",03-04-2020
RU,"Геннадий Голубевa","Искра Кабанов",4,"Персонал очень занят, но по-прежнему приятный подход",07-03-2020
RU,"Роман Гавриловa","Евгения Горбунов",4,"Работает хорошо",22-03-2020
RU,"Эрик Панфилов","Оксана Хохлов",4,"Все идет нормально",12-03-2020
RU,"Болеслав Колесниковa","Лада Борисовa",4,"Очень профессиональный опыт",02-04-2020
RU,"Влад Лукин","Василиса Игнатьевa",4,"Обычно отличный сервис, но время от времени моя посылка ломается.",13-03-2020
RU,"Клим Сысоевa","Анфиса Зиминa",4,"Служба была эффективной.",08-03-2020
RU,"Ефим Дроздов","Кристина Константиновa",4,"Отличный сервис, в курсе всего производственного процесса",25-03-2020
RU,"Бронислав Калинин","Регина Козлов",4,"Отличный сайт и сервис. Я представлял себе предмет немного больше, чем они.",31-03-2020
RU,"Платон Ермаковa","Рената Королёвa",4,"Отличное обслуживание клиентов и регулярные полезные обновления моего заказа",23-03-2020
RU,"Адам Егоровa","Анжелика Николаев",4,"Хороший всесторонний сервис, не разочарован",15-03-2020
RU,"Лев Масловa","Таисия Горбунов",4,"Отличный сервис в целом, очень профессиональный",30-03-2020
RU,"Давид Игнатовa","Мария Селезнёвa",4,"Отличный сервис как всегда",02-04-2020
RU,"Олег Исаев","София Гусевa",4,"Отлично. Буду покупать снова. Отличное обслуживание клиентов",24-03-2020
RU,"Викентий Комиссаров","Лариса Уваров",4,"Большие лампочки подкреплены хорошей поддержкой клиентов",15-03-2020
RU,"Григорий Кабанов","Анжелика Романовa",4,"Очень хорошая и качественная продукция!",11-03-2020
RU,"Артём Доронин","Лидия Кабанов",4,"Абсолютно удивительно!",29-03-2020
RU,"Лев Максимовa","Мальвина Блохинa",3,"Очень быстрый ответ, только я не до конца понимал, как будет решаться вопрос с возвратом денег, поэтому я отправил еще один запрос на разъяснения.",09-03-2020
RU,"Милан Евсеев","Марина Третьяковa",3,"Поддержка клиентов была очень хорошей. Качество товара оставляет желать лучшего.",04-03-2020
RU,"Давид Рогов","Любовь Шестаковa",3,"Хорошие вещи! Очень признателен.",05-03-2020
RU,"Сава Лаврентьев","Марта Белоусовa",3,"Я надеялся поговорить с кем-то по телефону, но не смог найти номер для звонка, и электронные письма очень хорошо удовлетворили мои опасения.",17-03-2020
RU,"Владислав Петровa","Анна Муравьёвa",3,"Не плохо для того, что он дозирует, много работы все еще нужно сделать, чтобы получить то, что вы тоже, обслуживание клиентов в лучшем случае стандартно.",05-03-2020
RU,"Артём Гусевa","Ника Меркушев",3,"Согласно моему опыту, ваш сервис включает в себя смесь отличных и неидеальных. Итак, в моем обзоре я оценил 3 звезды",24-03-2020
RU,"Роберт Филиппов","Ольга Дроздовa",3,"Хороший банк, за исключением поддержки клиентов, немного не хватает ведьмы, я имею в виду, если требуется время для ответа или решения проблем, но кроме этого неплохо",17-03-2020
RU,"Альберт Тихонов","Светлана Носковa",3,"Один из моих приказов нарушен. Нет хорошего ответа от продавца.",07-03-2020
RU,"Богдан Доронинa","Таисия Гордеев",3,"Сайт просто ужасный. Это худший опыт в Интернете, с которым я когда-либо сталкивался",13-03-2020
RU,"Виктор Овчинников","Тамара Авдеев",3,"Если бы обслуживание клиентов не было таким уж полным отсутствием и грубостью, я бы порекомендовал их продукт.",12-03-2020
RU,"Болеслав Кудряшовa","Яна Королёв",3,"Не совсем доволен поддержкой клиентов",22-03-2020
RU,"Филипп Крюков","Инна Дроздовa",3,"Так разочарованы!!",05-03-2020
RU,"Тарас Орехов","Тамара Тимофеев",3,"Я отменил свою покупку, и мне все еще выставляют счет. Я позвонил в отдел обслуживания клиентов, и они сказали, что им нужно, чтобы руководитель посмотрел на мою учетную запись и перезвонил мне. Но не имеют ответа",02-04-2020
RU,"Олег Никонов","Зинаида Логинов",3,"Может быть отличный сервис, просто нужно немного обслуживания клиентов",12-03-2020
RU,"Алексей Зыковa","Дарья Панов",3,"Получите курьера для взаимодействия с клиентами.",12-03-2020
RU,"Аким Стрелков","Анна Карповa",2,"Сервис был хорошим вплоть до вскрытия упаковки - плохое качество",26-03-2020
RU,"Юрий Кудряшовa","Жанна Попов",2,"Просто не то, что я хотел. Большой палец вниз !!!",14-03-2020
RU,"Игнат Быков","Зинаида Беляковa",2,"он забрал обслуживание клиентов за три недели не очень хорошо очень медленно отвечать",05-03-2020
RU,"Геннадий Галкинa","Светлана Сафонов",2,"Служба была не очень эффективной",13-03-2020
RU,"Иван Капустинa","Татьяна Волковa",2,"Не так, как ожидалось.",31-03-2020
RU,"Всеволод Кудряшовa","Валентина Устиновa",2,"НАИХУДШИЙ. ОБСЛУЖИВАНИЕ КЛИЕНТОВ. КОГДА-ЛИБО",15-03-2020
RU,"Матвей Киселёвa","Нонна Гуляев",2,"Плохое обслуживание клиентов, которое я когда-либо встречал.",10-03-2020
RU,"Лев Устинов","Татьяна Евдокимовa",2,"Очень разочарован ответом обслуживания клиентов. Им потребовалось шесть дней, чтобы ответить на электронное письмо по первому запросу, связанному с заказом.",10-03-2020
RU,"Давид Лазарев","София Смирнов",2,"Служба поддержки клиентов бесполезна, вы не можете разговаривать с реальными людьми, чтобы понять, что произошло, а просто общаться в чате",29-03-2020
RU,"Юлиан Казаковa","Изабелла Панов",2,"Ужасное обслуживание клиентов.",25-03-2020
RU,"Сава Григорьевa","Ева Киселёвa",1,"Ужасный сервис! Ты неудачник.",21-03-2020
RU,"Артемий Алексеев","Рената Горбуновa",1,"Все продукты испортились. Обратился в службу поддержки клиентов, и они связались со мной с некоторыми решениями, на которые я ответил, а затем не услышал снова",06-03-2020
RU,"Тимур Шашков","Зоя Селиверстов",1,"Продукция хорошего качества, обслуживание клиентов ужасное. Нервер вернись",14-03-2020
RU,"Клим Кириллов","Доминика Соловьёв",1,"Медленный ответ на запросы, агрессивные методы продаж, а не продвинутый сервис клиентов, отсутствие деталей в терминах функций.",09-03-2020
RU,"Юлиан Дьячков","Оксана Беляковa",1,"Я чувствую, что меньше всего эта компания может предложить обмен. Служба поддержки посоветовала мне посмотреть один в магазине перед заказом, но тот, который я получил от них, выглядел ОЧЕНЬ по-другому. Опять же, было бы неплохо, если бы они предложили возврат товара, который даже не был вынут из упаковки.",10-03-2020
RU,"Данила Шестаков","Алиса Блохинa",5,"Я люблю это, отличное качество",08-03-2020
